data-0|2|03/27/23|19:20:54|
data-7|2|03/27/23|19:20:56|
data-7|4|03/27/23|19:21:06|
data-7|4|03/27/23|19:21:06|
data-7|5|03/27/23|19:24:12|
data-70|4|03/27/23|19:24:57|
data-70|3|03/27/23|19:32:24|
data-70|2|03/27/23|19:33:02|
data-70|1|03/27/23|19:34:04|
data-70|0|03/27/23|19:34:27|
data-7|1|03/27/23|19:34:34|
data-70|8|04/16/23|19:35:10|
